,Mineral Name,Mineral Group,OLINDEX3,BD1300,LCPINDEX2,HCPINDEX2,BD1400,BD1435,BD1500_2,BD1750_2,BD1900_2,BD1900R2,BD2100_2,BD2165,BD2190,MIN2200,BD2210_2,D2200,BD2230,BD2250,MIN2250,BD2265,BD2290,D2300,BD2355,SINDEX2,MIN2295_2480,MIN2345_2537,BD2500_2,CINDEX2,R3920
Hematite,Hematite,Iron oxides and primary silicates,0.09510324557927433,-0.0848062840576469,-0.04159631713005709,-0.018961528006517656,-0.008236638610744418,0.0009550258233953501,-0.011096526715658195,0.0004049951851649025,0.013140739114983202,0.029281538484520087,-0.014848468703619888,-0.00302358281219961,0.002293593817607742,-0.001691823513555013,0.007325208973357866,0.006834281126833153,-1.6679732457003382e-05,0.0026499755447629836,0.002175567665455347,-0.0010626958870763037,-0.0038529198783123775,-0.0020359364084185927,-0.0003548181308441478,0.012032689664447815,-0.0027955686733251994,-0.005283214039687234,-0.0024468496475709145,0.13680941006823077,0.36597
Mg_Olivine,Mg-Olivine,Iron oxides and primary silicates,0.39893524359191995,0.12285961027990577,-0.10107703853695282,-0.02507898457911503,0.02288687484974372,0.0073935133757032645,-0.07545431837546612,-0.01879406187853383,-0.012912495780191602,-0.019695326679125102,-0.0022425941919037573,-0.0019345256337330863,0.008133351483628593,0.00021373738937935371,0.005125859757500906,0.009501573070306746,0.0015872369866914982,0.0033249930901881886,0.002588745606577514,-0.00011679219268634355,-0.004427404767261223,0.0037185973149264084,0.0025506429126809227,0.001662119098110315,-0.02496693311188003,-0.03637211585206135,-0.02496693311188003,0.14996116996386877,0.20986
Fe_Olivine,Fe-Olivine,Iron oxides and primary silicates,0.32947678063923436,0.20773275274831648,-0.20280520658962486,-0.02915975176081248,0.02753850372799871,0.007108249394364274,0.05213586053064578,-0.020269320739973118,-0.002718585471788937,-0.010054337241535372,-0.0017066727011887384,-0.0003003109984605068,8.399376684808946e-05,-0.00032557725246440405,-0.0011779919289864882,0.0028178380988757024,-0.00014009133955350528,-0.0013092072859817172,-0.00029443911626314545,0.0008944251323064201,0.001714628563508569,0.010612620942927697,0.003113906889811391,-0.004793885642865092,-0.017963576826956373,-0.01061523887050364,-0.017963576826956373,-0.06325939763282173,0.38543
Plagioclase,Plagioclase,Iron oxides and primary silicates,0.07783763739067935,0.0388051543102641,-0.02777795392070452,0.004639075681889454,0.0053340142488540465,0.0028799033838865506,-0.01691716944504784,-0.002175054293180878,-0.00634980528774387,-0.005909044526829943,0.0021862594683769165,0.0010020707848173993,-0.0011927572948873255,0.0014040992671802144,-0.00010014309038774982,7.951524836169455e-05,-0.001989435411950513,0.003195248882698065,0.0005994823195353272,0.001414377398131439,-0.0025215411823715783,0.004254117338361341,0.0027854831589646523,-0.000523186422610955,-0.006351393994228793,-0.0039865213579770575,-0.006351393994228793,0.07571709183170905,0.21573
Low_Ca_Pyroxene,Low-Ca Pyroxene,Iron oxides and primary silicates,-0.013380870313845727,-0.09195064810546416,0.05898424839431707,0.04545116816807573,-0.0038189279352041083,0.009911443407812803,0.0009658058768672317,0.002096918104757206,0.0014581743312085393,0.010307956251097039,0.014709178172294557,0.003771158880219061,0.0016239612696612449,0.002635858938786706,-0.004132201496050536,-0.007439692658977259,0.0008703220191470518,0.0009792596465665326,-0.0012905036652730573,0.0015703669789989272,0.007590178909047007,-0.004018407442348382,0.0020617094879218367,-0.013339027790810754,-0.01773728345844261,-0.01669172162017296,-0.01773728345844261,0.08309661067030316,0.15327
High_Ca_Pyroxene,High-Ca Pyroxene,Iron oxides and primary silicates,0.09444840949834543,-0.010324838470388453,-0.011934498693105455,0.014634581529520773,-0.001173256301355563,0.0035596642227181396,-0.02005615366435154,-0.0013286025482706076,-0.0003179568413635425,-0.004249449584731835,0.003090942800423657,0.0019079485665911555,0.0031599267537343323,0.004907452094278675,0.0026033881815514803,0.002795869807641904,0.0010061486864170188,0.0060541508709115455,0.0028517465407503773,0.001590114722840985,-0.002124108675956693,0.0015618140647070122,0.004660628171905268,-0.005437660059036897,-0.004578267153589,-0.0003533882188027082,-0.004578267153589,0.03256181233572819,0.34286
H2O_Ice,H2O Ice,Ices,0.0039051738375312957,0.012900683822154813,-0.055933412643946336,-0.04759933680542895,-0.05740441297430676,-0.0082063659677174,0.12420540575143546,-0.012639746731335721,0.05033206506334348,0.08084772770380788,0.015394696943472952,-0.00020775136578765618,-0.004419408466558528,-0.04490144777448135,-0.016178964041629884,-0.03723140712670592,-0.0029136500088291495,-0.048521883526817744,-0.03855292740708349,-0.019116275734089028,-0.006606321773101831,-0.032428162391032966,0.009442637697391176,0.0523313236926517,-0.03061058846747966,-0.04794514258249816,-0.021850569479175297,0.2045209190745363,0.19416
CO2_Ice,CO2 Ice,Ices,0.24301326138167892,0.008407349697593047,-0.0936831526413846,-0.13623485750089706,-0.019147113677629557,0.2369413846025903,0.08076217676847619,-0.016161068121860467,0.2589485572953293,0.3280844629788381,0.05657936902584204,-0.03944535094779411,-0.058380997494958065,-0.16222694243855362,-0.07181635697419875,-0.08761558082763332,-0.005673391069854317,-0.12961533443590945,-0.07866100479527649,0.012557082835835676,0.02249560191109301,-0.08426214019178091,-0.004341986158661104,0.05741501695617246,-0.2674710269948195,-0.3667218990820236,-0.2674710269948195,0.3421928236873346,0.19876
Monohydrated_sulfate,Monohydrated sulfate,Sulfates,-0.07395269907131993,-0.029740125665858486,-0.03248480561079296,-0.007210201720639185,-0.015797917672731865,0.001099491165716282,0.022082543525318465,0.004399911528511713,-0.013753784292943605,0.006606391634118469,0.08636028614879421,0.003882008389590186,-0.017423923779021466,-0.05085619959612031,-0.028249580932358187,-0.05548966507716835,-0.0011495411918927,-0.043570887664753144,-0.03784238772011106,-0.008582299909509317,-0.003064893574270089,-0.054642315373515826,0.010998801904220645,0.0613380411057286,-0.03012105249571584,-0.001363319117352546,-0.0034655547668152042,0.22388404593507927,0.21144
Alunite,Alunite,Sulfates,-0.12827897147751283,-0.024145465123695642,-0.04923917135603692,-0.022092651182460163,-0.013553630374947723,-0.00783740701381519,0.008440415344071583,0.024858568465188302,0.020425154639861054,-0.0023649235830911497,0.05307138402683853,0.06204822452162595,0.07176496526003262,0.04737048106294073,0.017536899766921743,-0.05803716077487575,-0.014244636142445977,-0.0056191222327555135,-0.05062364636254513,-0.048187951040973065,-0.018074255806046713,-0.096924254222295,-0.0192082461492038,0.05492384364722458,-0.04916682728471966,-0.03470498500200203,0.04478912666066415,0.17983674824004592,0.20744
Hydroxylated_Fe_sulfate,Hydroxylated Fe-sulfate,Sulfates,0.04515647665624759,-0.06358356967061596,-0.03299632282176841,-0.02220204625531863,-0.013975091893507985,-0.0013592136451787695,0.007138391189356996,-0.007677091784966228,0.011763297871979106,0.012723299520390974,0.00022619043372895664,-0.01456366305932666,0.008745674803302572,0.010710356353882955,0.015145261217463513,0.013245981915863791,0.049087266251112927,0.03370300851072183,-0.016935507771023595,-0.015722635030088306,-0.03481919388209742,-0.034028007664330895,0.02071754667183412,0.026421290394167296,-0.03268366430014602,-0.010473271830259367,-0.012952703010095545,0.08159995630569772,0.26032
Jarosite,Jarosite,Sulfates,0.12323581173499573,-0.02629527610804394,-0.018494284888518096,-0.020539320708290468,0.003260644043459271,7.923804694043302e-05,-0.014209701330872626,-0.003998413931356248,0.0031505752407720578,0.0030733357401858674,-0.01456540518282834,-0.0034492155262413338,0.0004699127090213029,0.006587701017856662,0.014400110090434404,0.01365717176231207,-0.002690180839934442,0.03048093810228525,0.02138277342991679,0.025282650101969728,0.0006305234742391974,-0.025962789985167545,-0.023853916003644615,0.0019434269297305962,0.0007373540787271038,-0.03903834782052118,0.0007373540787271038,0.06718515747607645,0.34226
Polyhydrated_sulfate,Polyhydrated sulfate,Sulfates,0.048949854367191854,-0.03150304490676281,-0.02325136016059599,-0.02283807299686399,-0.0063768041464704606,0.004290740581824437,-0.0017018527653893667,-0.0011559213165153182,0.034787946615673915,0.04909094041385598,-0.016919272524161588,-0.0007526295383089021,0.0006145580229608427,-0.0001456404833046765,0.006146528175179133,-0.0014918559153946909,2.201818702252112e-05,0.0028923588913790654,0.0018618016840282747,0.0018150463336694678,-0.009826629294852784,-0.02021411553543384,-0.0008290883299113538,0.024811629876956953,-0.017855658135120356,-0.019778001334720186,0.0037847462650852925,0.13099018897844994,0.28971
Gypsum,Gypsum,Sulfates,0.02402818491397283,-0.007013559482866638,-0.06540205520755835,-0.0665603139998426,-0.005773041228853915,0.03682125378699619,0.026767381006485125,0.02967687737729552,0.2394339756168341,0.2624357856541284,-0.1188357354336218,0.01489166570406808,0.0236572341137421,0.029290459210950526,0.03749653811087117,-0.019182579111576725,-0.004345815996301239,0.03326496046758132,0.014102667614784292,0.0028022136694649813,-0.025904961560782258,-0.12673224010998618,-0.08500344321574671,0.09646363771703748,-0.04043478892047103,-0.1616838725629255,0.1135043716540256,0.15720505453361244,0.16011
Bassanite,Bassanite,Sulfates,0.07867912510590655,0.0036331401445008904,-0.03434130944618965,-0.045822557863070594,0.0003274817610284808,0.012939678775090169,-0.006287937751500605,-0.0009807166703497128,0.04059651738732256,0.060570700452185045,-0.027135012237414546,-0.004589793337701709,-0.005520239948734407,-0.007305160850329395,6.880061941605398e-06,-0.00023617690358546106,0.0005280946345584958,-0.006483451122134998,-0.0016366369230735867,-7.52559872292391e-05,-0.0017955817667669738,-0.007843166634122323,-0.009962822424819828,0.022267334585407972,-0.009664445161856827,-0.01856202573475474,0.020536808660178485,0.09455312808152927,0.2364
Kaolinite,Kaolinite,Phyllosilicates,0.10317081552872229,-0.02728263968189215,-0.04756024331532942,-0.01455000939782639,0.04567078359790833,0.013072827533751719,-0.022477479608501882,-0.004779955488234844,0.031604072229107605,0.04241566713996958,-0.011998387231533458,0.04644999712560438,0.05657756271664727,0.04852471484948906,0.028847228655638935,-0.019797546632318364,-0.019943977591036166,-0.00148814429732691,-0.03287815965520724,-0.04343376064432469,-0.0036553265038203886,-0.032724808088349544,0.008260773531361676,0.009739951877086872,-0.024355621804360794,-0.0025179851732799463,-0.000969545784213377,0.15700866567419947,0.2346
Al_Smectite,Al-Smectite,Phyllosilicates,0.11283695975769989,0.002405191554413433,-0.06780634915218461,-0.07249374467732139,0.021040964871758883,0.013453711480069686,-0.012088974309690581,-0.00407833776336064,0.048731113543778626,0.06822866765777036,-0.043283640004491364,0.014625216213085657,0.03350797157232588,0.016173242736211457,0.027271818994227592,0.002236229433305148,-0.007326185046819589,0.00030455699466325203,-0.02084348848903983,-0.02805264727306178,-0.016493617324859544,-0.02790054056266933,0.004250456071026032,0.03518489516914425,-0.03202625591209962,-0.015277473489809568,-0.010197971665504957,0.04028618531879424,0.29806
Margarite,Margarite,Phyllosilicates,0.0621340280593347,-0.0062895992248424015,-0.024817696027356638,-0.02044187025423607,0.0064830500725738816,0.008597242629818314,-0.007248612287396261,-0.0030156323393031315,0.0033031495392089605,0.005371821209734229,-0.009702686895125323,-0.00025278370459469457,0.006026381613129184,-0.0007316758092106301,0.008528396430136254,0.00652059698917129,-0.002336241313026788,-0.0025841389092922107,-0.0031051911682120625,-0.006692058876541562,-0.00696808098628221,0.0016117363600903767,0.008645984572551058,0.0061158875707162386,-0.013057050496438904,-0.009655396655495752,-0.013057050496438904,0.06902872531900595,0.60029
Illite_Muscovite,Illite/Muscovite,Phyllosilicates,0.08915472261351362,0.005209207387284032,-0.050100268045136634,-0.03255716711379742,0.01175366187030602,0.008340155546459282,-0.015277652678027165,-0.00508112700144947,0.010879286552434253,0.005548245034055155,-0.0333176505642494,-0.004657899070047211,0.012625460239526154,-0.004996344780232143,0.019204983541146525,0.024427298897569116,-0.002338857732062438,-0.008257566895418789,-0.009508719218385364,-0.01862332040066139,-0.015395859797050715,0.027358510402317848,0.030062268994523134,0.002655655730466888,-0.019105229835794324,-0.012341989969452571,-0.019105229835794324,0.0425313234509882,0.29297
Fe_Smectite,Fe-Smectite,Phyllosilicates,0.04302391156604668,-0.006097218727584508,-0.03771966170826739,-0.04702444498843762,-0.004301259716121608,0.011878475871107907,0.00682416680142639,-0.004130467745363298,0.026964393611886905,0.039368867020331155,-0.026847894806529826,-0.005472093402946188,-0.006304611012394101,-0.012040533405228038,-0.010061195239182252,0.004828985485190951,0.0012598317954305438,-0.009916068059883765,-0.004844566387737892,0.006635731697166025,0.01720208388188682,0.02341688169929912,-0.003104390351409192,-0.002348019407941715,-0.003935353918670614,-0.00038295279339406463,-0.003935353918670614,0.14352380298650336,0.27408
Mg_Smectite,Mg-Smectite,Phyllosilicates,0.07553732791186825,-0.022175677157676876,-0.011739433172873136,-0.013409444971737816,0.006034894045050976,0.009772135713959518,-0.016159805968798846,-0.0005252277015348472,0.02246148751470589,0.026911382289393937,-0.02187115292863795,-0.0028868522019036558,-0.0018403065633230131,-0.003631450592999075,-0.0042535482984111805,0.007252314665400994,-0.0003631169962963199,-0.0034408725181975797,2.8952902284662407e-05,0.00498279461551876,0.010768158472869271,0.02486590920427878,-0.001313064626580429,-0.013370387931060934,-0.008151150698294973,-0.0006760396215472753,-0.008151150698294973,0.0720744529238736,0.28448
Talc,Talc,Phyllosilicates,0.11350305472921199,-0.02597476184881975,-0.018176503677167943,-0.0069932225988437405,0.006994816469253262,0.009402271475036916,-0.013569121479291235,-0.004359733941141863,0.024224153772626544,0.03534992938448667,-0.026523952864438982,-0.006189382227476337,-0.008719527603322952,-0.008622430081597354,-0.011460357893292583,0.006765207612758339,0.0009294989155844702,-0.005182135416559541,-0.002905095188004747,0.0071982493593268915,0.020890628527798327,0.03769004527244513,-0.008115593872699778,-0.02295755813283784,-0.01175060718150367,-0.009591462328835343,-0.01175060718150367,0.07362872275834498,0.26411
Serpentine,Serpentine,Phyllosilicates,0.07677052691706601,-0.009406338769462064,-0.023670087698825372,-0.022259194494346216,0.01854147204009271,0.006479617513839964,-0.018255211866213594,-0.0030378843343799034,0.00883843696778891,0.009437955401716436,-0.00915885996125887,-0.00450106647684656,-0.010899766220266782,-0.009544138546171421,-0.007054577106259119,0.0012212372645079572,-0.0016941973739943439,-0.006151463124491885,-0.004305074354474359,0.006967145990947721,0.004553113798812403,0.018895651907658295,-0.006768281176993574,-0.004109285670646168,-0.007751477673167306,-0.00011460799470897065,-0.007751477673167306,0.02523405444386495,0.69633
Chlorite,Chlorite,Phyllosilicates,0.07651969310037376,-0.0044603142022163755,-0.03572786843501537,-0.024322647373649007,-0.0002713331290309373,0.0030007501875468634,-0.001480993202438663,-0.0054572635786511725,0.013440214047158061,0.011840601178065069,-0.028829877126571368,-0.0066439769927229,-0.009446445380604018,-0.006676248772876647,0.0015105412360023607,0.014399987574059914,-0.0005944419676031654,0.0012568190202244534,0.001218083072682119,0.004531012658512412,-0.006037424778459366,0.026858358396869564,0.01189381277485424,-0.007320663782055092,-0.010171136269194081,-0.00029867000913941233,-0.010171136269194081,0.12912832490403048,0.31845
Mg_Carbonate,Mg-Carbonate,Carbonates,0.3408407347690994,0.1437855974702018,-0.18034030951003555,-0.0643680118003423,0.02532828641809759,0.013072776280323217,-0.025588613799278903,-0.011750337354938134,0.041401287357653915,0.05235346382064199,-0.05790031662676931,-0.011822781359250412,-0.013814733445707494,-0.012440364259195924,-0.012842573074695496,0.021319779218616608,-0.0015870109259601417,-0.005298048781426479,0.0052047089833832105,0.016664663342349173,0.04388111051268717,0.06768127469910767,-0.027705989390071295,-0.05431601786351137,0.019668150855600364,0.011464434384106492,0.019668150855600364,0.0016980849536979425,0.30196
Ca_Fe_Carbonate,Ca/Fe-Carbonate,Carbonates,0.05845349302836146,-0.010545451694953467,-0.025083212723532623,-0.02898262990825734,-0.0010090403927995872,0.0026602176541716815,-0.003778236542510971,-0.0017452036201781596,0.013325646081903952,0.016287571965520997,-0.023158185954319066,-0.0058775824532750764,-0.007129977656997077,-0.009122499659590444,-0.0030079301649541534,0.008753598416407216,-0.001557710667805745,-0.005878823295853763,-0.002428388207411425,0.00282090743831398,-2.539460245620795e-05,0.02446500001202656,0.008914336624214036,-0.005503582981956967,-0.01040155327971437,0.0029288165941093736,-0.01040155327971437,0.17397149622851937,0.30182
Prehnite,Prehnite,Other hydrated silicates and halides,0.08986024490598724,-0.0006203415136274426,-0.03217015700151775,-0.02534964010744555,0.003027258520769349,-0.005958122907564034,-0.018643412724297592,-0.004092673738072206,0.004588505445163371,0.0027496961034112477,-0.03580464498068636,-0.016276481073698612,-0.012178903229415283,-0.014836234143022597,0.008622267770410086,0.031352938915018114,0.013388322920192985,-0.008054615505874718,-0.009208383693272815,-0.013888228363908128,-0.015590718722891861,0.048509516603699954,0.05048971565007465,-0.004368376116060002,-0.0357874674927221,-0.0006917816637868057,-0.0357874674927221,0.03912118501285178,0.27326
Hydrated_Silica,Hydrated Silica,Other hydrated silicates and halides,0.06351176853438929,-0.01588686236895498,-0.021153757178772437,-0.01415474391356241,-0.0018774003183164023,0.008874920614241999,-0.00453865849961832,-0.0018568575716237934,0.027595289653178257,0.0327606728036518,-0.03173340186708873,-0.004394495690768885,0.007741566163756763,0.007490285845016653,0.020574641013364592,0.023535600289618097,0.001241529150069809,0.025202480131490068,0.020921595303018736,0.005667230152566094,-0.002880095102933522,-0.00607866298155102,-0.009510279293283963,-0.014809439902499388,-0.0002412560871010161,-0.010329781872651767,-0.0002412560871010161,0.03863906742563605,0.31046
Epidote,Epidote,Other hydrated silicates and halides,0.11697916017163168,0.02377656001967865,-0.050845245833184755,-0.030441290087703566,0.00970195065103574,0.003335646645324375,-0.015305942536378847,-0.0004542696041245353,0.017317771488670253,0.023031148248961242,-0.05889540415924599,0.0031431310151169845,0.0033801937503927793,-0.008918975699041765,0.004936961530507711,0.019885846540873775,-0.008192708163332174,-0.01441122736949052,-0.01558323534835937,-0.013386343392112199,-0.029579873979832083,0.060697809580766315,0.06236749697994004,-0.018010263622909584,-0.04467243371925145,-0.0024910657123584645,-0.04467243371925145,0.0646327180970222,0.28864
Analcime,Analcime,Other hydrated silicates and halides,0.07879759615274795,-0.00017150277210919995,-0.02642905838171805,-0.04089876521140281,-0.00013197264237096995,0.012584074636580622,-0.01640952144895169,-0.0017757762164440916,0.03435361908738599,0.05275511777228259,-0.02450658242892434,-0.00030639632859008614,-0.0013320005597030615,-0.0019649768330054496,0.0002023727030971978,0.0007769144260734162,-2.5906064609726442e-05,-0.004802766275961545,-0.0010549919484168502,-0.0005629703130578534,-0.0024250400974559216,-0.0010988832174410046,-0.006908061878694305,0.00574546463006298,-0.0017826126458917457,-0.007056890754917999,0.016758377336717034,0.06373055332181454,0.27725
Chloride,Chloride,Other hydrated silicates and halides,0.02320897413571843,-0.01819332985738864,0.0011771721379535863,0.009277212168650358,-0.006219847357881392,-0.0036522546867083783,-0.007486141317912587,0.003698014905732072,-0.003367464699695011,-0.01294406596139952,0.0019410977715581534,0.0014033543249951652,-6.011041783948734e-05,0.001731081505779053,-0.000667502900607797,0.0013580701166469034,-0.002398809704551752,-0.0002674834663292103,-0.0002580533647753569,0.0021112520300579085,-0.0012630668453923466,0.009517608228873153,0.00616900814093857,-0.006498920578924983,-0.0003666822022336813,0.008376694075380109,-0.0003666822022336813,0.12808472402532256,0.19767
